feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
B5,2,4,0.6437837985884443,0.5544536635493529,0.2000970268506091,0.20881588608866222,0.0,0.3543566366987438,0.035889871118991654,0.4739641793426673,0.08048948420668553
B5,3,8,0.9522203051844684,0.7839989121496416,0.5003895193559419,0.5133523202841529,0.0,0.2836093927936997,0.028724464286398525,0.5078240338740143,0.27617487827562726
B5,4,16,1.3858114342091152,1.1294148457229731,1.021988540155513,1.0342802648797484,0.0,0.10742630556746002,0.010880327507124756,0.4245345145226851,0.704880331200288
B5,5,32,1.9801904915506885,1.648056518558505,1.737008363377172,1.7463126542553606,0.0,0.0,0.0,0.29057707309178205,1.357479445466723
B5,6,64,2.7276914612283996,2.3438517313065805,2.5806489122294067,2.5878116371336466,0.0,0.0,0.0,0.17812908062657007,2.1657226506800105
B5,7,128,3.588643948463986,3.1765970401484207,3.4986761352514395,3.504835829464023,0.0,0.0,0.0,0.109907178884189,3.0666898612642317
B5,8,256,4.5034964964993485,4.0770128433365915,4.456279332659592,4.460894030387491,0.0,0.0,0.0,0.05747369369050226,4.019539149646089
CPP,1,2,0.45926814572307073,0.4294173994544135,0.06257181198234527,0.0672990430656605,0.0,0.3668455874720682,0.0371547742906715,0.4084476219425739,0.020969777511839604
CPP,2,4,0.8217290625786937,0.7450144214983805,0.19989591569862866,0.2096414682200595,0.0,0.5451185057997519,0.05521057288497443,0.6647189411231352,0.08029548037524523
CPP,3,8,1.1461715825446515,0.9988723643499089,0.5002684855107354,0.5111992858074683,0.0,0.49860387883917345,0.050499488644206066,0.7227769865150814,0.2760953778348275
CPP,4,16,1.5561532949646892,1.3260982132305017,1.0216785883338813,1.0353435119489707,0.0,0.30441962489662044,0.03083216164770147,0.6216268921318737,0.704471321098628
CPP,5,32,2.1127083879732638,1.8053611953648758,1.7363132693811294,1.7481472387601475,0.0,0.06904792598374643,0.006993296887782318,0.44875119535119645,1.3566100000136794
CPP,6,64,2.815568593942775,2.4502078974253614,2.5804313953799958,2.5879869155976363,0.0,0.0,0.0,0.28476051057414997,2.1654473868512114
CPP,7,128,3.633510830130623,3.231902798858412,3.4989504607235618,3.5054181354005407,0.0,0.0,0.0,0.16486487367145397,3.067037925186958
CPP,8,256,4.529376183303597,4.109733326160741,4.456430263024514,4.461316461757621,0.0,0.0,0.0,0.09000637692442925,4.019726949236312
F0,1,2,0.4215072962663431,0.3899657591717176,0.0633447197839744,0.06808360765798191,0.0,0.32662103938774323,0.033080760438368724,0.36822521530955715,0.021740543862160476
F0,2,4,0.768662890875282,0.6880764848335232,0.19970020468208766,0.20913816511065794,0.0,0.4883762801514356,0.04946361923823317,0.608014440968849,0.08006204386467414
F0,3,8,1.1041762496956355,0.9526880222411691,0.5004075786583783,0.5144343776230913,0.0,0.45228044358279085,0.04580776863966743,0.6764803547333916,0.2762076675077775
F0,4,16,1.521690762301727,1.2862842762955058,1.0214477137261548,1.032911577971006,0.0,0.26483656256935095,0.02682311861507876,0.5820997789176421,0.7041844973778637
F0,5,32,2.0911769164838923,1.7796264944492428,1.737265893728286,1.7482978594066665,0.0,0.04236060072095671,0.004290357066716089,0.42181861937932963,1.3578078750699132
F0,6,64,2.8126650251433105,2.445983550243266,2.580753978946768,2.590378897050499,0.0,0.0,0.0,0.2801627121227974,2.1658208381204687
F0,7,128,3.634391872290795,3.231904089083331,3.498779787162701,3.5051885853531224,0.0,0.0,0.0,0.16511208512809405,3.066792003955237
F0,8,256,4.530601083710051,4.110609968650078,4.457025557097657,4.461398333181073,0.0,0.0,0.0,0.09016659724766818,4.0204433714024095
