feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
SpectralFlux,2,4,0.7059384696084994,0.6222353137899592,0.19931120629247606,0.21405712984201894,0.0,0.42292410749748316,0.05034283740234803,0.5423625936907764,0.0798727200991828
SpectralFlux,3,8,1.0212057209476235,0.8611958590146838,0.4987949036356145,0.5221390180555925,0.0,0.36240095537906925,0.04313845450678794,0.5863358666216734,0.27485999239301045
SpectralFlux,4,16,1.4511884935814106,1.2057496375656296,1.0200951743803541,1.0412318105199674,0.0,0.18565446318527545,0.022099408114757683,0.5019630184121012,0.7037866191535284
SpectralFlux,5,32,2.024936029973798,1.7025740970349421,1.7356268013945242,1.752643112728866,0.0,0.0,0.0,0.34432340510787385,1.3582506919270683
SpectralFlux,6,64,2.76434064636819,2.391436307117697,2.5799201042199127,2.5943903613793857,0.0,0.0,0.0,0.22162961512657997,2.169806691991117
SpectralFlux,7,128,3.606684028277085,3.207275744253417,3.4969717704096386,3.50590695449696,0.0,0.0,0.0,0.13264803202918296,3.0746277122242343
SpectralFlux,8,256,4.5136884804498205,4.109842326603669,4.454804193635325,4.4625546868717185,0.0,0.0,0.0,0.07194210239635002,4.037900224207319
SpectralKurtosis,1,2,0.42668190715632903,0.39586336672240385,0.0627466710614712,0.07167307840916788,0.0,0.33311669566093266,0.039652598062799214,0.3746403642999867,0.021223002422417158
SpectralKurtosis,2,4,0.7585618600556217,0.6784336549274173,0.19842470449352806,0.21252193995626667,0.0,0.4800089504338892,0.05713794062569211,0.5994831861340858,0.07895046879333145
SpectralKurtosis,3,8,1.0706814663245066,0.915356022537523,0.49972888109459873,0.5205070571827604,0.0,0.4156271414429243,0.0494742419047095,0.6393950161963765,0.2759610063411465
SpectralKurtosis,4,16,1.4767568818118182,1.2366188147506723,1.0189254219630213,1.0432135621750847,0.0,0.21769339278765099,0.025913167120035635,0.5342713020578692,0.702347512692803
SpectralKurtosis,5,32,2.0439732976431415,1.726665605335448,1.7339915860351436,1.7496620312205642,0.0,0.0,0.0,0.3704008437578985,1.3562647615775496
SpectralKurtosis,6,64,2.780234570946595,2.412507746489002,2.5792438447358172,2.592206610298577,0.0,0.0,0.0,0.24353325579657614,2.1689744906924258
SpectralKurtosis,7,128,3.612978085593939,3.21615855896672,3.4973625468945664,3.50765600158705,0.0,0.0,0.0,0.14104884737787327,3.075109711588847
SpectralKurtosis,8,256,4.522191987598655,4.120934591148952,4.454057611935305,4.461497198273031,0.0,0.0,0.0,0.0839615452885969,4.036973045860355
SpectralRolloff,1,2,0.44017636397016346,0.4094810976979737,0.06252577062625043,0.06943440637436886,0.0,0.3469553270717233,0.0412998817211057,0.3884820775648208,0.020999020133152912
SpectralRolloff,2,4,0.8198200484357976,0.7435133423213998,0.19918010647487722,0.21479573320882536,0.0,0.5443332358465225,0.06479479201851486,0.6637507654323207,0.07976257688907905
SpectralRolloff,3,8,1.1432809410816454,0.9972010594248406,0.49957136704709804,0.5205914225728916,0.0,0.49762969237774257,0.059235428403906366,0.7213815414901692,0.27581951793467147
SpectralRolloff,4,16,1.521381795865171,1.2870376144056035,1.0184471156049886,1.0406017894945776,0.0,0.2685904988006149,0.03197171210916459,0.5851684080708328,0.7018692063347707
